-0.2	0.14	Rc	Rb
1.12	-0.66		
1.08	-0.62		
1.08	-0.62		
1.08	-0.6		
1.04	-0.58		
1	-0.58		
1	-0.58		
1	-0.58		
0.96	-0.56		
0.92	-0.54		
0.92	-0.56		
0.92	-0.54		
0.92	-0.52		
0.88	-0.5		
0.88	-0.5		
0.84	-0.5		
0.84	-0.5		
0.8	-0.48		
0.8	-0.48		
0.8	-0.46		
0.8	-0.44		
0.76	-0.44		
0.72	-0.42		
0.72	-0.42		
0.72	-0.4		
0.72	-0.4		
0.68	-0.38		
0.68	-0.38		
0.64	-0.38		
0.64	-0.36		
0.64	-0.34		
0.6	-0.34		
0.56	-0.34		
0.52	-0.32		
0.52	-0.32		
0.52	-0.3		
0.52	-0.3		
0.48	-0.28		
0.48	-0.28		
0.48	-0.28		
0.44	-0.26		
0.44	-0.24		
0.4	-0.22		
0.4	-0.24		
0.4	-0.2		
0.36	-0.2		
0.36	-0.2		
0.32	-0.18		
0.32	-0.16		
0.32	-0.16		
0.28	-0.14		
0.28	-0.14		
0.24	-0.12		
0.24	-0.1		
0.2	-0.1		
0.2	-0.08		
0.2	-0.08		
0.16	-0.08		
0.16	-0.06		
0.12	-0.06		
0.12	-0.06		
0.08	-0.04		
0.08	-0.04		
0.08	-0.04		
0.04	-0.02		
0.04	0		
0	0		
0	0.02		
0	0.02		
-0.04	0.04		
-0.04	0.04		
-0.04	0.06		
-0.04	0.06		
-0.08	0.06		
-0.12	0.06		
-0.12	0.1		
-0.12	0.08		
-0.16	0.1		
-0.16	0.12		
-0.2	0.14		
-0.24	0.14		
-0.24	0.16		
-0.24	0.16		
-0.24	0.16		
-0.28	0.16		
-0.32	0.2		
-0.32	0.2		
-0.32	0.2		
-0.36	0.2		
-0.32	0.24		
-0.4	0.24		
-0.4	0.24		
-0.4	0.26		
-0.44	0.28		
-0.44	0.28		
-0.48	0.3		
-0.48	0.3		
-0.48	0.3		
-0.52	0.32		
-0.52	0.32		
-0.56	0.34		
-0.56	0.34		
-0.56	0.36		
-0.6	0.36		
-0.6	0.36		
-0.64	0.4		
-0.64	0.4		
-0.64	0.4		
-0.68	0.42		
-0.68	0.4		
-0.68	0.42		
-0.72	0.44		
-0.76	0.44		
-0.76	0.44		
-0.76	0.48		
-0.8	0.48		
-0.8	0.48		
-0.8	0.48		
-0.84	0.48		
-0.84	0.5		
-0.84	0.52		
-0.88	0.52		
-0.92	0.54		
-0.92	0.54		
-0.96	0.56		
-0.96	0.56		
-0.96	0.58		
-1	0.58		
-1	0.58		
-1	0.58		
-1	0.62		
-1.08	0.62		
-1.04	0.62		
-1.08	0.64		
-1.08	0.64		
-1.12	0.66		
-1.12	0.66		
-1.16	0.66		
-1.16	0.68		
-1.16	0.68		
-1.2	0.7		
-1.2	0.72		
-1.24	0.72		
-1.24	0.72		
-1.24	0.72		
-1.28	0.72		
-1.28	0.74		
-1.32	0.74		
-1.32	0.76		
-1.36	0.76		
-1.36	0.76		
-1.36	0.78		
-1.4	0.78		
-1.4	0.78		
-1.4	0.8		
-1.44	0.82		
-1.44	0.82		
-1.44	0.84		
-1.48	0.82		
-1.48	0.82		
-1.52	0.84		
-1.56	0.84		
-1.56	0.84		
-1.56	0.86		
-1.6	0.84		
-1.6	0.86		
-1.6	0.86		
-1.64	0.86		
-1.64	0.88		
-1.68	0.86		
-1.68	0.88		
-1.68	0.86		
-1.72	0.88		
-1.72	0.88		
-1.72	0.86		
-1.76	0.88		
-1.8	0.88		
-1.8	0.86		
-1.8	0.88		
-1.8	0.88		
-1.84	0.88		
-1.88	0.86		
-1.88	0.86		
-1.88	0.86		
-1.88	0.88		
-1.92	0.86		
-1.88	0.88		
-1.96	0.86		
-1.96	0.88		
-1.96	0.86		
-2	0.88		
-2	0.86		
-2.04	0.88		
-2	0.88		
-2	0.88		
-2	0.88		
-1.96	0.88		
-1.96	0.88		
-1.92	0.88		
-1.88	0.86		
-1.88	0.88		
-1.88	0.86		
-1.88	0.86		
-1.84	0.86		
-1.84	0.86		
-1.84	0.88		
-1.8	0.88		
-1.8	0.86		
-1.8	0.86		
-1.76	0.86		
-1.76	0.86		
-1.72	0.86		
-1.72	0.86		
-1.68	0.88		
-1.68	0.88		
-1.64	0.86		
-1.64	0.88		
-1.64	0.88		
-1.64	0.88		
-1.6	0.86		
-1.6	0.86		
-1.56	0.88		
-1.56	0.86		
-1.52	0.88		
-1.52	0.88		
-1.52	0.88		
-1.48	0.86		
-1.48	0.86		
-1.44	0.86		
-1.44	0.86		
-1.44	0.88		
-1.4	0.88		
-1.4	0.88		
-1.36	0.86		
-1.32	0.88		
-1.32	0.86		
-1.32	0.86		
-1.32	0.86		
-1.28	0.84		
-1.28	0.84		
-1.28	0.84		
-1.24	0.82		
-1.24	0.8		
-1.2	0.8		
-1.16	0.78		
-1.2	0.76		
-1.16	0.74		
-1.16	0.72		
-1.16	0.72		
-1.08	0.7		
-1.08	0.7		
-1.08	0.68		
-1.04	0.66		
-1.04	0.68		
-1	0.64		
-1	0.64		
-1	0.64		
-0.96	0.64		
-0.96	0.62		
-0.92	0.6		
-0.92	0.58		
-0.88	0.58		
-0.88	0.58		
-0.84	0.56		
-0.84	0.54		
-0.84	0.54		
-0.84	0.54		
-0.8	0.52		
-0.8	0.5		
-0.8	0.5		
-0.72	0.5		
-0.76	0.48		
-0.72	0.46		
-0.68	0.48		
-0.68	0.46		
-0.68	0.44		
-0.68	0.44		
-0.64	0.42		
-0.6	0.42		
-0.6	0.42		
-0.6	0.4		
-0.6	0.4		
-0.56	0.38		
-0.56	0.36		
-0.52	0.34		
-0.52	0.36		
-0.52	0.36		
-0.48	0.34		
-0.44	0.3		
-0.44	0.3		
-0.44	0.3		
-0.4	0.3		
-0.4	0.28		
-0.4	0.26		
-0.4	0.26		
-0.36	0.26		
-0.32	0.26		
-0.32	0.26		
-0.32	0.22		
-0.28	0.2		
-0.28	0.2		
-0.24	0.18		
-0.2	0.18		
-0.2	0.16		
-0.2	0.16		
-0.16	0.16		
-0.16	0.14		
-0.16	0.14		
-0.12	0.12		
-0.12	0.12		
-0.08	0.1		
-0.08	0.1		
-0.04	0.08		
-0.04	0.08		
0	0.06		
0	0.06		
0	0.06		
0	0.04		
0.04	0.04		
0.04	0		
0.08	0		
0.08	0		
0.08	-0.02		
0.12	0		
0.12	-0.02		
0.16	-0.04		
0.16	-0.04		
0.16	-0.06		
0.2	-0.06		
0.2	-0.08		
0.24	-0.1		
0.24	-0.1		
0.28	-0.1		
0.28	-0.1		
0.28	-0.12		
0.32	-0.14		
0.32	-0.16		
0.36	-0.16		
0.36	-0.16		
0.4	-0.16		
0.4	-0.18		
0.4	-0.2		
0.44	-0.2		
0.48	-0.24		
0.48	-0.22		
0.48	-0.24		
0.48	-0.24		
0.52	-0.26		
0.52	-0.26		
0.52	-0.28		
0.56	-0.3		
0.56	-0.3		
0.6	-0.3		
0.64	-0.3		
0.6	-0.32		
0.64	-0.34		
0.64	-0.34		
0.68	-0.34		
0.68	-0.36		
0.68	-0.38		
0.72	-0.38		
0.76	-0.38		
0.76	-0.4		
0.76	-0.4		
0.8	-0.4		
0.8	-0.42		
0.8	-0.44		
0.84	-0.44		
0.84	-0.46		
0.88	-0.46		
0.88	-0.48		
0.88	-0.48		
0.92	-0.48		
0.92	-0.52		
0.92	-0.54		
0.96	-0.54		
1	-0.54		
1	-0.54		
1.04	-0.56		
1.04	-0.56		
1.04	-0.58		
1.08	-0.58		
1.08	-0.58		
1.12	-0.6		
1.12	-0.62		
1.12	-0.6		
1.12	-0.64		
1.16	-0.64		
1.2	-0.64		
1.16	-0.66		
1.2	-0.66		
1.2	-0.68		
1.24	-0.7		
1.24	-0.7		
1.28	-0.7		
1.28	-0.72		
1.32	-0.74		
1.32	-0.74		
1.32	-0.76		
1.32	-0.76		
1.36	-0.78		
1.36	-0.78		
1.4	-0.78		
1.4	-0.8		
1.4	-0.8		
1.44	-0.8		
1.44	-0.84		
1.48	-0.84		
1.48	-0.84		
1.52	-0.86		
1.52	-0.88		
1.56	-0.88		
1.56	-0.88		
1.56	-0.9		
1.6	-0.9		
1.6	-0.9		
1.6	-0.92		
1.64	-0.92		
1.64	-0.92		
1.68	-0.96		
1.68	-0.96		
1.68	-0.96		
1.72	-0.98		
1.72	-0.98		
1.76	-0.98		
1.76	-1		
1.8	-1		
1.8	-1.02		
1.84	-1.02		
1.84	-1.04		
1.84	-1.04		
1.88	-1.06		
1.88	-1.06		
1.88	-1.08		
1.92	-1.08		
1.96	-1.08		
1.96	-1.1		
2	-1.12		
2	-1.14		
2	-1.12		
2	-1.14		
2.04	-1.14		
2.04	-1.16		
2.04	-1.18		
2.04	-1.16		
2	-1.16		
2	-1.18		
2	-1.16		
1.96	-1.16		
1.92	-1.12		
1.92	-1.12		
1.92	-1.1		
1.88	-1.1		
1.88	-1.1		
1.88	-1.08		
1.84	-1.06		
1.84	-1.06		
1.8	-1.04		
1.8	-1.04		
1.8	-1.02		
1.76	-1.02		
1.76	-1.02		
1.72	-1		
1.68	-0.98		
1.68	-0.98		
1.68	-0.98		
1.64	-0.96		
1.64	-0.96		
1.6	-0.96		
1.6	-0.96		
1.56	-0.94		
1.56	-0.92		
1.56	-0.92		
1.52	-0.9		
1.52	-0.88		
1.52	-0.88		
1.48	-0.88		
1.48	-0.88		
1.44	-0.84		
1.44	-0.84		
1.4	-0.82		
1.4	-0.82		
1.36	-0.82		
1.36	-0.8		
1.32	-0.8		
1.32	-0.78		
1.32	-0.78		
1.32	-0.78		
1.32	-0.74		
1.28	-0.76		
1.28	-0.74		
1.24	-0.74		
1.24	-0.72		
1.2	-0.7		
1.24	-0.7		
1.16	-0.7		
1.16	-0.68		
1.12	-0.66		
1.12	-0.66		
1.12	-0.66		
1.12	-0.64		
1.12	-0.64		
1.08	-0.62		
1.08	-0.6		
1.04	-0.6		
1	-0.6		
1	-0.58		
1	-0.58		
0.96	-0.56		
0.96	-0.56		
0.92	-0.54		
0.92	-0.54		
0.88	-0.54		
0.88	-0.52		
0.88	-0.5		
0.84	-0.5		
0.84	-0.48		
0.84	-0.46		
0.8	-0.46		
0.8	-0.46		
0.76	-0.44		
0.76	-0.44		
0.76	-0.42		
0.72	-0.42		
0.72	-0.4		
0.72	-0.38		
0.68	-0.4		
0.68	-0.34		
0.64	-0.38		
0.6	-0.36		
0.6	-0.34		
0.56	-0.34		
0.56	-0.34		
0.56	-0.32		
0.56	-0.3		
0.52	-0.3		
0.52	-0.3		
0.48	-0.28		
0.48	-0.26		
0.44	-0.28		
0.44	-0.26		
0.44	-0.26		
0.4	-0.24		
0.4	-0.22		
0.36	-0.2		
0.36	-0.2		
0.36	-0.2		
0.32	-0.18		
0.32	-0.16		
0.32	-0.16		
0.28	-0.16		
0.28	-0.14		
0.28	-0.12		
0.2	-0.1		
0.24	-0.1		
0.2	-0.12		
0.16	-0.08		
0.16	-0.06		
0.12	-0.08		
0.16	-0.06		
0.08	-0.06		
0.08	-0.04		
0.08	-0.04		
0.08	-0.02		
0.04	0		
0.04	0		
0.04	0.02		
0	0.02		
0	0.04		
0	0.02		
-0.04	0.04		
-0.08	0.06		
-0.08	0.06		
-0.08	0.06		
-0.08	0.08		
-0.12	0.1		
-0.16	0.1		
-0.16	0.1		
-0.16	0.1		
-0.16	0.14		
-0.2	0.14		
-0.24	0.14		
-0.24	0.16		
-0.24	0.16		
-0.28	0.2		
-0.32	0.2		
-0.32	0.2		
-0.32	0.22		
-0.36	0.22		
-0.36	0.22		
-0.4	0.24		
-0.4	0.24		
-0.4	0.24		
-0.4	0.26		
-0.44	0.28		
-0.48	0.3		
-0.48	0.3		
-0.48	0.3		
-0.52	0.34		
-0.52	0.32		
-0.52	0.32		
-0.56	0.34		
-0.6	0.34		
-0.6	0.36		
-0.6	0.36		
-0.6	0.38		
-0.64	0.4		
-0.64	0.4		
-0.68	0.4		
-0.68	0.42		
-0.68	0.42		
-0.68	0.44		
-0.72	0.46		
-0.76	0.46		
-0.76	0.46		
-0.8	0.46		
-0.8	0.48		
-0.84	0.48		
-0.84	0.48		
-0.84	0.48		
-0.84	0.5		
-0.88	0.52		
-0.88	0.54		
-0.92	0.54		
-0.92	0.56		
-0.92	0.56		
-0.96	0.58		
-1	0.6		
-1	0.58		
-1	0.6		
-1.04	0.62		
-1.04	0.62		
-1.04	0.64		
-1.08	0.64		
-1.08	0.64		
-1.12	0.66		
-1.12	0.64		
-1.16	0.66		
-1.16	0.7		
-1.2	0.68		
-1.2	0.68		
-1.24	0.7		
-1.2	0.7		
-1.24	0.72		
-1.28	0.72		
-1.28	0.74		
-1.28	0.74		
-1.32	0.74		
-1.32	0.74		
-1.32	0.76		
-1.36	0.76		
-1.36	0.78		
-1.4	0.78		
-1.4	0.78		
-1.4	0.8		
-1.44	0.8		
-1.44	0.82		
-1.48	0.82		
-1.48	0.82		
-1.48	0.84		
-1.52	0.84		
-1.52	0.86		
-1.56	0.86		
-1.56	0.86		
-1.56	0.86		
-1.6	0.86		
-1.6	0.86		
-1.6	0.86		
-1.64	0.88		
-1.68	0.86		
-1.68	0.88		
-1.72	0.88		
-1.72	0.86		
-1.72	0.88		
-1.76	0.88		
-1.76	0.88		
-1.76	0.86		
-1.8	0.86		
-1.8	0.88		
-1.84	0.88		
-1.84	0.88		
-1.84	0.88		
-1.88	0.88		
-1.88	0.86		
-1.88	0.86		
-1.88	0.88		
-1.92	0.86		
-1.96	0.88		
-1.96	0.88		
-1.96	0.88		
-1.96	0.86		
-2	0.88		
-2.04	0.88		
-2	0.88		
-2	0.88		
-2	0.86		
-1.96	0.88		
-1.96	0.86		
-1.92	0.86		
-1.92	0.88		
-1.88	0.86		
-1.88	0.86		
-1.88	0.88		
-1.84	0.86		
-1.84	0.86		
-1.84	0.88		
-1.8	0.88		
-1.8	0.86		
-1.76	0.86		
-1.76	0.88		
-1.76	0.88		
-1.72	0.86		
-1.72	0.88		
-1.72	0.86		
-1.68	0.86		
-1.64	0.86		
-1.64	0.88		
-1.64	0.86		
-1.64	0.86		
-1.6	0.88		
-1.6	0.86		
-1.56	0.88		
-1.56	0.86		
-1.56	0.86		
-1.52	0.88		
-1.52	0.86		
-1.48	0.86		
-1.48	0.86		
-1.44	0.86		
-1.44	0.88		
-1.4	0.86		
-1.4	0.88		
-1.4	0.88		
-1.36	0.86		
-1.36	0.86		
-1.32	0.86		
-1.32	0.86		
-1.32	0.84		
-1.28	0.84		
-1.28	0.84		
-1.28	0.82		
-1.24	0.82		
-1.2	0.82		
-1.2	0.78		
-1.16	0.76		
-1.2	0.76		
-1.16	0.74		
-1.16	0.74		
-1.12	0.72		
-1.12	0.72		
-1.08	0.7		
-1.08	0.68		
-1.08	0.68		
-1.04	0.64		
-1	0.64		
-1	0.64		
-1	0.64		
-1	0.62		
-0.96	0.62		
-0.92	0.58		
-0.92	0.6		
-0.92	0.58		
-0.88	0.56		
-0.88	0.54		
-0.88	0.54		
-0.84	0.54		
-0.84	0.54		
-0.8	0.52		
-0.8	0.52		
-0.76	0.5		
-0.76	0.48		
-0.76	0.48		
-0.76	0.48		
-0.72	0.46		
-0.68	0.46		
-0.64	0.46		
-0.68	0.44		
-0.64	0.44		
-0.64	0.42		
-0.64	0.42		
-0.6	0.42		
-0.6	0.4		
-0.56	0.36		
-0.52	0.36		
-0.56	0.36		
-0.52	0.36		
-0.52	0.34		
-0.48	0.32		
-0.48	0.32		
-0.44	0.32		
-0.44	0.32		
-0.4	0.28		
-0.44	0.3		
-0.36	0.28		
-0.36	0.26		
-0.36	0.26		
-0.36	0.24		
-0.32	0.24		
-0.28	0.22		
-0.28	0.22		
-0.24	0.22		
-0.24	0.22		
-0.24	0.16		
-0.2	0.18		
-0.2	0.16		
-0.2	0.16		
-0.16	0.16		
-0.12	0.12		
-0.12	0.1		
-0.08	0.1		
-0.08	0.1		
-0.08	0.1		
-0.04	0.08		
-0.04	0.06		
-0.04	0.06		
-0.04	0.06		
0	0.04		
0	0.06		
0.04	0.02		
0.04	0.02		
0.08	0.02		
0.08	0.02		
0.08	0		
0.08	-0.02		
0.12	-0.04		
0.16	-0.04		
0.16	-0.06		
0.2	-0.04		
0.2	-0.06		
0.2	-0.08		
0.24	-0.08		
0.24	-0.1		
0.28	-0.1		
0.28	-0.1		
0.28	-0.12		
0.32	-0.14		
0.32	-0.14		
0.32	-0.14		
0.36	-0.16		
0.36	-0.18		
0.4	-0.18		
0.4	-0.2		
0.44	-0.2		
0.44	-0.22		
0.44	-0.24		
0.48	-0.24		
0.48	-0.24		
0.52	-0.26		
0.52	-0.26		
0.52	-0.28		
0.56	-0.28		
0.6	-0.3		
0.6	-0.32		
0.6	-0.32		
0.6	-0.3		
0.64	-0.34		
0.68	-0.36		
0.68	-0.34		
0.68	-0.36		
0.72	-0.36		
0.72	-0.38		
0.72	-0.4		
0.76	-0.4		
0.76	-0.4		
0.76	-0.42		
0.8	-0.42		
0.8	-0.44		
0.8	-0.46		
0.84	-0.46		
0.84	-0.48		
0.88	-0.48		
0.88	-0.48		
0.88	-0.5		
0.92	-0.5		
0.96	-0.52		
0.96	-0.52		
1	-0.54		
1	-0.54		
1.04	-0.56		
1.04	-0.56		
1.04	-0.56		
1.04	-0.58		
1.08	-0.6		
1.08	-0.6		
1.12	-0.6		
1.12	-0.62		
1.12	-0.64		
1.16	-0.64		
1.2	-0.66		
1.2	-0.66		
1.2	-0.66		
1.24	-0.66		
1.24	-0.7		
1.24	-0.7		
1.28	-0.7		
1.28	-0.74		
1.32	-0.74		
1.32	-0.72		
1.32	-0.74		
1.36	-0.76		
1.32	-0.76		
1.36	-0.76		
1.4	-0.8		
1.4	-0.78		
1.4	-0.8		
1.44	-0.82		
1.44	-0.82		
1.48	-0.84		
1.48	-0.86		
1.52	-0.86		
1.52	-0.88		
1.52	-0.88		
1.52	-0.88		
1.6	-0.9		
1.56	-0.92		
1.6	-0.92		
1.6	-0.9		
1.64	-0.94		
1.64	-0.94		
1.68	-0.96		
1.64	-0.96		
1.68	-0.96		
1.72	-0.96		
1.72	-0.98		
1.76	-0.98		
1.76	-1		
1.8	-1		
1.8	-1.02		
1.8	-1.02		
1.84	-1.04		
1.88	-1.04		
1.88	-1.06		
1.88	-1.06		
1.92	-1.08		
1.92	-1.1		
1.92	-1.1		
1.96	-1.1		
1.96	-1.12		
2	-1.12		
2	-1.14		
2	-1.14		
2.04	-1.16		
2.04	-1.16		
2.04	-1.18		
2	-1.16		
2	-1.16		
2	-1.18		
1.96	-1.16		
1.96	-1.12		
1.96	-1.14		
1.92	-1.14		
1.92	-1.1		
1.88	-1.1		
1.88	-1.08		
1.84	-1.08		
1.84	-1.06		
1.84	-1.06		
1.8	-1.06		
1.8	-1.02		
1.76	-1.04		
1.76	-1.02		
1.72	-1.02		
1.72	-1		
1.68	-1		
1.68	-0.98		
1.68	-0.98		
1.68	-0.96		
1.64	-0.96		
1.6	-0.96		
1.6	-0.94		
1.6	-0.94		
1.56	-0.92		
1.56	-0.9		
1.52	-0.9		
1.52	-0.88		
1.48	-0.9		
1.52	-0.88		
1.48	-0.86		
1.44	-0.84		
1.44	-0.84		
1.44	-0.84		
1.4	-0.82		
1.4	-0.8		
1.32	-0.8		
1.32	-0.8		
1.36	-0.78		
1.32	-0.76		
1.32	-0.76		
1.28	-0.76		
1.28	-0.76		
1.28	-0.74		
1.24	-0.72		
1.24	-0.7		
1.2	-0.7		
1.2	-0.7		
1.2	-0.68		
1.2	-0.68		
1.12	-0.66		
1.12	-0.66		
1.12	-0.64		
1.12	-0.64		
1.08	-0.64		
1.08	-0.62		
1.04	-0.6		
1.04	-0.6		
1.04	-0.6		
1	-0.56		
0.96	-0.56		
1	-0.56		
0.96	-0.56		
0.92	-0.54		
0.92	-0.54		
0.92	-0.52		
0.88	-0.54		
0.84	-0.5		
0.84	-0.48		
0.84	-0.48		
0.8	-0.48		
0.8	-0.48		
0.76	-0.46		
0.76	-0.44		
0.76	-0.42		
0.76	-0.44		
0.68	-0.42		
0.68	-0.42		
0.72	-0.4		
0.64	-0.4		
0.64	-0.38		
0.64	-0.36		
0.6	-0.36		
0.6	-0.34		
0.6	-0.34		
0.56	-0.32		
0.56	-0.32		
0.52	-0.3		
0.52	-0.3		
0.52	-0.28		
0.48	-0.28		
0.48	-0.28		
0.48	-0.24		
0.44	-0.24		
0.4	-0.24		
0.44	-0.24		
0.4	-0.2		
0.36	-0.2		
0.36	-0.22		
0.36	-0.2		
0.36	-0.18		
0.32	-0.18		
0.32	-0.16		
0.28	-0.16		
0.28	-0.14		
0.24	-0.14		
0.24	-0.12		
0.2	-0.1		
0.2	-0.1		
0.2	-0.1		
0.16	-0.08		
0.16	-0.06		
0.16	-0.06		
0.08	-0.06		
0.08	-0.04		
0.08	-0.04		
0.08	-0.04		
0.08	0		
0.04	0		
0.04	0.02		
0	0		
-0.04	0.02		
0	0.04		
-0.04	0.04		
-0.08	0.06		
-0.08	0.06		
-0.08	0.08		
-0.12	0.08		
-0.12	0.1		
-0.12	0.1		
-0.16	0.1		
-0.16	0.12		
-0.2	0.12		
-0.2	0.14		
